fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
1,0.6,0.011057153,-1,185,60,0.022068568,-1.62904623,AC,1099,3970.571337,2603.914453,3086.965919,0,2,CB,132,1,BA,0,1,-1,0,200,0,INTERNET,2.757781235,linux,0,1,0,7
1,0.1,0.107605843,-1,104,30,0.003871515,-1.173517274,AA,2470,1557.716627,3574.175819,5168.6138,2,9,CB,91,0,BA,1,1,1,0,200,0,INTERNET,1.141091109,linux,1,1,0,7
1,0.9,0.449637909,-1,155,50,0.009250435,-0.250167469,AC,792,4687.206858,3789.699626,3075.73964,0,6,CA,237,1,BA,0,1,-1,0,1000,0,INTERNET,12.61872,windows,0,1,0,7
1,0.8,0.141061885,-1,45,50,2.937459472,-0.697467495,AC,1599,2283.729436,3906.38845,5492.439406,0,4,CA,164,1,BA,0,1,-1,0,1500,0,INTERNET,6.954870824,windows,0,1,0,7
1,0.9,0.283144938,-1,349,50,0.031919446,-0.872870236,AB,701,2330.116516,3088.955914,3151.128997,14,0,CC,114,1,BA,0,1,1,0,500,0,INTERNET,18.6685067,windows,1,1,0,7
1,0.9,0.870709935,-1,41,30,0.015924562,-0.68780973,AC,412,2205.555769,2563.07396,3105.438316,2,10,CA,181,0,BB,0,1,1,0,500,0,INTERNET,29.56972799,other,0,1,0,7
1,0.9,0.046720562,-1,17,40,0.009971126,-0.186616663,AC,551,682.8681683,2985.359214,3105.217819,1,2,CA,206,0,BB,1,1,-1,0,1500,0,INTERNET,4.900237517,windows,1,1,0,7
1,0.9,0.125357567,-1,361,50,0.031526031,-0.824018468,AB,1273,4168.522338,2211.575804,3129.104734,10,5,CA,190,1,BA,1,1,28,0,500,0,INTERNET,3.981489448,linux,1,1,0,7
1,0.6,0.102685995,-1,188,30,2.885086221,22.87761184,AA,1451,2267.621457,2896.823544,3139.322647,813,9,CB,202,1,BA,0,1,28,0,1500,0,INTERNET,16.73876576,linux,1,1,0,7
1,0.9,0.605604114,-1,23,40,0.014024748,-0.593014403,AD,1083,3156.043798,7249.716448,5676.797542,6,5,CA,209,1,BB,0,1,5,0,200,0,INTERNET,6.808306922,macintosh,0,2,0,7
1,0.9,0.107353257,-1,79,30,0.003647758,-1.101416491,AB,437,1532.144901,2136.759481,3093.406155,207,7,CA,118,1,BD,0,1,30,0,200,0,INTERNET,3.123090961,linux,1,1,0,7
1,0.6,0.037850526,58,-1,20,0.011124508,-0.543129324,AB,816,3750.507472,4455.855012,3110.766104,13,10,CA,186,1,BE,0,1,31,0,500,0,INTERNET,7.826487627,linux,0,1,0,7
1,0.9,0.495299258,-1,171,60,3.767723016,-0.427038826,AC,829,1198.528447,3407.286183,3129.414636,0,3,CC,193,1,BA,0,1,-1,0,200,0,INTERNET,1.46647351,windows,1,1,0,7
1,0.9,0.736848879,61,8,30,15.41056025,-1.064199037,AC,3998,3834.548772,4696.622935,5879.129213,0,12,CA,81,1,BD,0,1,-1,0,200,0,INTERNET,1.288554666,linux,1,1,0,7
1,0.9,0.021112448,-1,111,60,0.007046556,-1.010452866,AD,652,4045.124614,2608.544108,3708.227992,17,6,CA,182,1,BA,0,1,30,0,2000,1,INTERNET,6.155874647,windows,0,1,0,7
1,0.8,0.549742004,-1,138,30,0.028577497,-0.456380536,AC,2715,4406.995902,3012.216294,3096.471763,0,9,CA,245,0,BA,1,1,-1,0,1000,0,INTERNET,3.972665584,macintosh,1,1,0,7
1,0.9,0.182643698,-1,68,40,0.010774649,-0.646529392,AC,801,3296.765301,2168.079447,3005.026296,1,4,CA,296,0,BA,0,1,-1,0,200,0,INTERNET,3.314944761,other,0,1,0,7
1,0.9,0.899477932,-1,212,50,0.022518121,-0.834386201,AB,994,979.7271366,3617.576523,3099.163271,3,8,CA,264,0,BA,0,1,15,0,1500,0,INTERNET,10.6836911,linux,0,1,0,7
1,0.5,0.18771122,-1,169,40,0.016936625,-0.740109968,AB,831,4566.197111,3294.202729,3125.674462,14,4,CA,339,1,BB,1,1,28,0,200,0,INTERNET,1.139310458,windows,0,1,0,7
1,0.4,0.055408443,-1,175,30,0.009113058,-1.228908336,AB,880,4822.694871,5699.547761,4255.057659,596,14,CA,201,1,BB,0,1,25,0,1000,0,INTERNET,1.788255162,windows,0,1,0,7
1,0.9,0.002960682,-1,47,40,0.008532625,-0.692670684,AB,984,1286.126022,2986.27365,3155.340644,14,10,CA,221,1,BC,0,1,4,0,500,0,INTERNET,4.157937261,windows,0,1,0,7
1,0.8,0.794927322,-1,39,30,0.010816291,-0.25550695,AB,1333,7581.748389,4320.197127,3116.732778,1918,11,CA,64,0,BC,0,1,10,0,200,0,INTERNET,12.61526091,other,1,1,0,7
1,0.9,0.376394112,-1,160,30,0.010142262,-0.710753757,AD,1157,2714.50195,2683.582588,3185.031259,14,7,CA,206,0,BA,0,1,11,0,1000,0,INTERNET,15.03628801,linux,0,1,0,7
1,0.9,0.229121301,-1,113,50,0.01648794,-0.996501136,AB,609,1348.07823,1772.201317,3138.079182,0,1,CA,130,1,BC,1,1,1,0,200,0,INTERNET,9.280087043,windows,1,1,0,7
1,0.9,0.802215424,27,13,30,0.010459641,23.39967308,AA,590,4935.407759,3357.906292,3117.617279,1,11,CA,200,0,BA,0,1,3,0,500,0,INTERNET,11.2172662,other,0,1,0,7
1,0.8,0.283540188,12,7,20,0.025420089,-0.999117709,AC,692,3533.997274,2896.689362,3080.903281,0,7,CA,112,1,BC,0,1,-1,0,200,0,INTERNET,2.194072832,other,0,0,0,7
1,0.9,0.211415033,57,13,30,0.006418815,-0.566614946,AB,925,3907.410435,3111.825954,3090.597936,0,9,CA,206,1,BA,0,1,1,1,2000,0,INTERNET,9.886776002,macintosh,0,1,0,7
1,0.8,0.091186127,-1,44,40,0.000488662,-0.925678484,AB,346,5026.734761,2847.601391,3094.32886,1,3,CA,304,1,BA,1,1,1,1,1500,0,INTERNET,1.589315404,other,1,1,0,7
1,0.8,0.437833766,53,9,60,0.010245102,-0.893955727,AC,1296,5904.396087,2005.185599,3120.465252,0,1,CA,218,0,BA,1,0,-1,0,990,0,INTERNET,1.932309436,windows,1,1,0,7
1,0.8,0.086087074,96,7,30,0.007838483,-0.992245969,AD,1596,1654.38627,3008.854656,3089.04506,15,9,CA,183,0,BC,0,1,1,0,500,0,INTERNET,6.894585122,other,0,1,0,7
1,0.1,0.357797347,-1,273,60,0.011031382,-0.442522242,AC,1330,668.2401571,3049.676375,3108.34057,0,2,CA,328,0,BB,1,1,-1,0,1500,0,INTERNET,7.214098699,windows,1,1,0,7
1,0.8,0.992142244,-1,270,30,0.030994963,50.96639225,AA,1527,6991.761124,4526.4894,3163.533297,1,13,CB,93,1,BA,0,1,15,0,500,1,INTERNET,8.337662912,windows,0,1,0,7
1,0.7,0.220630897,-1,25,40,0.012638841,-0.687362894,AC,979,5366.942758,3050.725774,3819.434794,0,7,CA,123,1,BA,0,1,-1,0,200,0,INTERNET,4.0284094,windows,0,1,0,7
1,0.9,0.700079905,-1,141,50,0.017510212,103.5232662,AC,746,4900.332823,3298.633998,4861.114009,1,3,CA,43,0,BA,1,0,-1,0,200,0,INTERNET,7.463295699,other,0,0,0,7
1,0.7,0.880511074,-1,129,50,0.001531231,-0.522550587,AB,567,3511.213663,2773.162097,3491.700054,14,8,CB,276,0,BA,0,1,1,0,1000,0,INTERNET,5.144608529,windows,1,1,0,7
1,0.7,0.174022686,-1,274,50,0.010512627,26.33024103,AA,1474,3483.020501,4556.604638,5941.887108,13,3,CB,137,0,BA,0,1,1,0,500,0,INTERNET,6.488397123,windows,1,1,0,7
1,0.1,0.208410321,-1,99,50,0.023410024,-1.406212947,AB,934,1250.466241,1853.689719,3214.464281,9,2,CA,142,0,BA,1,0,10,0,500,0,INTERNET,8.705630384,linux,0,1,0,7
1,0.9,0.31371726,-1,0,50,0.003062258,-0.74970881,AC,2113,440.1471198,3194.86798,3139.622764,1,2,CA,199,1,BA,0,1,-1,0,500,0,INTERNET,2.948703348,windows,0,1,0,7
1,0.9,0.611733354,-1,47,50,0.01777328,-1.2889943,AC,725,2078.028549,2837.521427,3114.940788,1,2,CA,316,1,BA,0,1,-1,0,2000,1,INTERNET,10.07875524,windows,0,1,0,7
1,0.9,0.364394709,-1,47,50,0.027822303,-1.157538388,AB,608,5703.074122,4090.858276,3062.489481,18,8,CA,178,1,BA,0,1,30,0,200,0,INTERNET,1.52833817,linux,0,1,0,7
1,0.6,0.503117416,-1,296,20,0.031173186,-0.908608562,AC,677,1804.183022,3178.577559,3154.570856,0,7,CA,85,1,BA,0,1,-1,0,200,0,INTERNET,4.58719744,linux,0,1,0,7
1,0.8,0.241959801,-1,377,30,0.010843854,-1.493275419,AC,424,909.3352144,1940.81273,3095.068606,0,2,CA,305,0,BA,0,1,-1,0,1000,0,INTERNET,5.642641341,linux,0,1,0,7
1,0.6,0.897167462,-1,41,10,0.016941338,-1.222222857,AD,673,4444.299872,2474.307385,3137.484984,0,4,CA,215,0,BE,0,1,1,0,200,0,INTERNET,24.68697629,linux,0,1,0,7
1,0.9,0.473712312,-1,38,20,0.004982944,-0.829977259,AC,2178,1522.649171,3950.132071,3083.332828,1,5,CA,98,1,BB,1,1,-1,0,200,0,INTERNET,4.284563106,linux,1,1,0,7
1,0.9,0.274408346,-1,23,50,0.009019732,-0.941972012,AB,1355,6253.191577,3385.922971,5000.121883,8,8,CA,186,1,BA,0,1,3,0,1500,1,INTERNET,29.31542363,windows,0,1,0,7
1,0.4,0.032062438,-1,120,30,0.016189046,39.19523101,AA,1633,5080.31341,1894.688478,3191.483078,2,10,CA,167,1,BA,0,1,1,0,200,0,INTERNET,4.099086685,other,0,1,0,7
1,0.9,0.153169334,-1,50,30,0.026505136,49.19534181,AA,1523,4504.131453,7396.408289,6368.180419,1942,9,CB,93,1,BC,0,1,2,0,200,0,INTERNET,2.910542848,other,1,1,0,7
1,0.9,0.122837378,-1,35,50,0.006992889,-1.298426708,AC,616,1342.902782,2406.113632,3062.631788,1,1,CA,308,0,BA,0,1,-1,0,1500,0,INTERNET,3.738316013,linux,0,1,0,7
1,0.9,0.079613885,-1,155,50,0.026957547,-1.039274332,AB,736,194.5696249,2587.971315,3033.718895,8,2,CA,314,1,BB,1,1,1,0,2000,0,INTERNET,1.119508545,windows,1,1,0,7
1,0.4,0.129777783,-1,54,10,0.002184559,10.40112793,AA,880,3196.382389,3244.86106,3135.982734,1,8,CA,97,0,BC,0,1,31,0,200,0,INTERNET,12.26235074,other,0,1,0,7
1,0.6,0.23006579,-1,89,40,0.010009552,-0.963822926,AB,1271,4386.132948,3451.026592,3144.438913,0,2,CA,238,1,BA,1,1,1,0,1000,0,INTERNET,3.596527148,other,0,1,0,7
1,0.9,0.013691184,-1,45,20,0.000853763,-0.662282967,AC,490,4204.087532,2791.716917,3138.425547,0,6,CA,140,1,BC,0,1,-1,0,200,0,INTERNET,3.862312082,linux,0,1,0,7
1,0.5,0.807141117,-1,105,50,0.000530071,-0.92034033,AC,178,1804.710851,2843.480033,3149.403633,0,8,CA,247,0,BA,0,1,-1,0,1900,0,INTERNET,0.992712532,windows,0,1,0,7
1,0.9,0.0882414,30,11,30,16.15637623,-1.643489801,AC,494,2305.520446,3436.578977,3088.087844,32,9,CA,92,0,BD,0,1,30,0,200,0,INTERNET,11.00162049,other,1,1,0,7
1,0.9,0.674196724,111,9,40,0.008258177,-1.514313565,AD,1961,1813.235502,3139.148074,3182.019253,1,5,CA,164,1,BC,0,1,30,0,200,0,INTERNET,3.306966027,windows,1,1,0,7
1,0.8,0.990770382,-1,156,40,0.011906176,-1.44524474,AC,643,5575.883821,3223.192286,4149.088187,0,2,CA,227,1,BA,0,1,-1,0,990,0,INTERNET,2.878087114,windows,0,0,0,7
1,0.9,0.067347923,-1,47,30,0.012528908,-0.534037964,AC,702,739.8520932,2661.279839,3152.978919,1,5,CA,149,0,BB,1,0,-1,0,200,0,INTERNET,1.55652403,linux,1,1,0,7
1,0.6,0.694879819,-1,111,30,0.017555484,-1.163330879,AD,3538,2320.5767,5027.632239,3123.117747,9,7,CA,53,1,BD,0,1,31,0,200,0,INTERNET,3.745479357,linux,0,1,0,7
1,0.9,0.121682312,-1,167,70,0.015847176,-0.635611446,AB,1258,3487.425547,3363.383209,3200.838722,11,1,CC,338,1,BA,0,1,28,0,2000,0,INTERNET,41.86862128,windows,0,1,0,7
1,0.8,0.535479975,-1,30,30,0.008157783,31.37048433,AA,377,3132.214954,3434.565888,3119.083242,2,5,CA,128,0,BC,1,1,20,0,200,0,INTERNET,1.132905573,windows,1,1,0,7
1,0.9,0.065294014,26,29,20,0.015772691,-0.749539888,AB,489,2368.953135,2449.393381,3078.232022,2,9,CA,216,0,BC,1,1,-1,0,1000,0,INTERNET,5.027796477,macintosh,1,1,0,7
1,0.9,0.871551342,-1,33,40,0.000769689,-1.176693456,AB,1075,2962.880322,6575.925645,5951.686299,1,6,CA,98,1,BC,0,0,1,0,1500,0,INTERNET,13.1656028,windows,1,2,0,7
1,0.6,0.128727708,-1,194,30,0.004769871,-0.291188227,AB,402,2858.04109,2873.783036,4174.72179,16,5,CA,175,1,BA,0,1,1,0,200,0,INTERNET,1.765689246,windows,1,1,0,7
1,0.9,0.046137845,-1,159,30,0.015081109,38.87558692,AA,1261,5445.831341,2775.010509,3140.39949,1330,11,CA,235,1,BA,0,1,15,0,1500,0,INTERNET,10.50934281,linux,0,1,0,7
1,0.9,0.23029949,86,69,30,0.005314481,-0.814678074,AC,994,2905.777139,3028.881016,3060.591273,0,18,CA,137,1,BA,0,1,-1,0,200,0,INTERNET,6.822969554,linux,0,1,0,7
1,0.9,0.891213839,30,14,30,70.99026332,-0.83522819,AC,3227,2812.686679,2281.086341,3959.090777,1,11,CA,191,0,BC,0,1,-1,0,200,0,INTERNET,6.551454415,windows,0,1,0,7
1,0.1,0.387296242,-1,290,20,21.67014676,-1.363554068,AC,1145,3646.776787,2781.253531,3132.347795,1,5,CA,107,0,BE,0,1,-1,1,200,0,INTERNET,5.096551408,windows,0,1,0,7
1,0.1,0.209856838,-1,111,30,0.009355531,-1.28439947,AB,422,2055.805815,2160.191792,3049.555463,750,6,CA,104,0,BB,0,1,1,0,200,0,INTERNET,6.878181951,other,1,1,0,7
1,0.9,0.246357049,-1,62,50,0.02225961,17.27869859,AD,857,1927.061444,3304.513673,3084.32878,552,3,CA,85,0,BB,0,1,2,0,200,0,INTERNET,1.624242608,other,1,1,0,7
1,0.9,0.031418021,-1,48,20,0.036174897,-1.66960861,AB,571,3104.230388,3433.234385,3069.97992,700,5,CA,198,1,BC,1,1,31,0,1500,0,INTERNET,12.70327138,linux,1,1,0,7
1,0.9,0.195918599,-1,145,60,0.000177138,-0.325368635,AC,563,5519.89225,3452.11984,3167.681488,2,5,CA,176,1,BA,0,1,-1,0,1000,0,INTERNET,4.831728122,windows,0,1,0,7
1,0.6,0.181087403,-1,64,30,0.000207984,49.2413024,AA,375,5451.03275,3209.078552,3082.670393,19,17,CA,102,1,BC,0,1,30,0,200,0,INTERNET,4.551818737,linux,0,1,0,7
1,0.9,0.60438194,-1,68,70,0.009103585,-0.499693049,AD,1596,5739.923127,3090.594636,3051.203887,14,1,CC,187,0,BA,0,1,9,0,1500,0,INTERNET,2.045019458,windows,0,1,0,7
1,0.2,0.13230547,-1,146,50,0.001978697,-0.926629435,AC,1069,2697.310479,2191.060902,3152.322809,0,5,CE,49,1,BA,0,1,-1,0,990,0,INTERNET,18.06983715,linux,0,1,0,7
1,0.5,0.018871343,-1,15,60,0.005734188,-1.050298641,AB,925,3249.86754,2930.909124,3186.903903,5,7,CB,105,0,BA,0,1,5,0,200,0,INTERNET,28.99197653,other,0,1,0,7
1,0.9,0.506462075,-1,31,40,22.44823952,-0.146979377,AD,834,2896.467039,3790.463189,3120.002609,12,4,CB,118,1,BA,0,1,28,0,200,0,INTERNET,5.264724627,linux,1,1,0,7
1,0.9,0.189727363,-1,109,40,0.014532743,-0.339157092,AB,526,1060.093103,2964.570796,3081.378993,1,8,CA,291,1,BA,0,1,30,0,1900,0,INTERNET,3.540702633,macintosh,0,1,0,7
1,0.9,0.261580139,-1,48,30,0.02475565,34.64782948,AA,258,2928.520975,2778.371536,3145.441568,1,7,CA,193,1,BC,0,1,11,0,500,0,INTERNET,1.348955398,windows,1,1,0,7
1,0.9,0.017083074,-1,381,50,0.027787297,-0.74605855,AC,2173,1556.288599,2299.638832,3067.943753,1,1,CA,300,0,BB,0,1,-1,0,500,0,INTERNET,1.422662686,windows,0,1,0,7
1,0.9,0.889586443,-1,215,50,0.037746033,-0.722516605,AB,434,4005.944281,2882.085627,3133.565467,11,5,CA,216,1,BA,1,1,1,0,990,0,INTERNET,10.59349871,windows,1,1,0,7
1,0.9,0.749636482,64,12,50,0.013766784,49.0628854,AA,3299,2340.094342,2507.50998,3835.56948,1469,1,CA,254,1,BA,0,1,-1,0,1500,1,INTERNET,7.193121369,windows,0,1,0,7
1,0.9,0.894048738,-1,51,40,0.021118194,-1.137712102,AD,344,7870.932705,6781.401864,3135.409705,10,2,CA,202,1,BC,0,1,1,0,1500,0,INTERNET,8.036259619,windows,0,1,0,7
1,0.8,0.50948201,-1,101,60,0.015389544,-0.483116985,AC,1929,5442.885359,4947.0812,3090.191663,0,12,CA,209,0,BC,0,1,-1,0,1500,0,INTERNET,3.65208532,windows,0,1,0,7
1,0.9,0.117605818,-1,274,60,0.004475396,-1.165497574,AB,1220,2623.83598,2606.84409,3107.667447,0,2,CA,201,1,BA,0,1,15,0,500,0,INTERNET,3.494583703,macintosh,1,1,0,7
1,0.9,0.740674911,12,6,40,0.006326412,-0.82441594,AC,358,4435.32177,3205.117743,3038.027184,0,5,CA,189,0,BA,0,1,-1,0,200,0,INTERNET,1.845934812,other,1,1,0,7
1,0.9,0.009852803,-1,43,70,0.008554572,-0.407192168,AB,1463,6415.097386,3557.916861,3047.459292,2,6,CB,287,1,BB,0,1,10,0,2000,0,INTERNET,9.392352715,macintosh,0,1,0,7
1,0.9,0.998845348,-1,136,50,0.005537167,-0.809815304,AD,914,9895.111419,2995.269064,3067.648576,38,5,CB,158,0,BA,0,1,30,0,200,0,INTERNET,4.619595623,windows,0,1,0,7
1,0.4,0.200295719,-1,61,60,0.00263372,-1.339901922,AB,2266,3555.025229,2559.349387,3812.812692,0,2,CA,173,1,BC,0,1,30,1,500,0,INTERNET,0.967986368,linux,1,1,0,7
1,0.9,0.902083574,-1,178,50,0.018834412,33.24849453,AA,1917,1671.341407,6298.955229,5041.485879,693,8,CA,234,0,BA,0,1,31,0,1500,0,INTERNET,28.80020914,windows,0,1,0,7
1,0.9,0.074437409,-1,128,30,0.005097513,-1.344084005,AB,995,1074.097413,2516.302314,3065.592371,1,5,CA,290,1,BA,1,1,31,0,1000,0,INTERNET,3.47056053,other,0,1,0,7
1,0.9,0.864953006,-1,42,60,0.016794482,-1.14047584,AC,459,2941.647226,4299.321314,3083.522651,1,4,CB,143,1,BC,0,1,-1,0,200,1,INTERNET,6.777379255,windows,0,1,0,7
1,0.3,0.269872585,-1,85,30,0.012998823,-1.192221529,AB,466,64.42257069,2504.740121,3092.255121,134,9,CA,326,1,BA,0,1,1,0,1900,0,INTERNET,1.767542059,x11,0,1,0,7
1,0.8,0.097739908,-1,84,20,2.478920221,-0.55717503,AC,431,2796.79314,3840.331163,3064.647786,1,10,CA,89,0,BD,0,1,-1,0,2000,0,INTERNET,7.614870722,other,0,1,0,7
1,0.9,0.125793721,-1,54,20,0.004095189,-0.226456647,AB,2691,5696.442222,4178.803293,3115.87234,13,5,CA,167,1,BA,0,0,31,0,200,0,INTERNET,2.96408208,windows,0,1,0,7
1,0.9,0.037431421,-1,58,30,0.018266067,-0.522857906,AB,624,2966.18701,2433.111115,3168.684264,1,10,CA,92,1,BA,0,1,28,0,200,0,INTERNET,11.77410902,windows,0,1,0,7
1,0.8,0.399322837,18,3,20,0.00702617,-0.795859381,AD,238,3213.823555,3046.237425,4053.597152,8,14,CA,133,1,BE,1,1,26,0,200,0,INTERNET,15.98590479,windows,0,1,0,7
1,0.4,0.690758147,234,8,40,0.006077793,-0.901870582,AC,509,6596.209995,4285.42586,3059.025851,0,5,CA,149,1,BA,0,1,-1,0,990,0,INTERNET,7.258022654,windows,0,1,0,7
1,0.8,0.277122386,-1,49,50,0.02644363,-0.752069932,AC,608,2571.298194,2585.385752,3648.824382,0,5,CA,88,1,BC,1,1,-1,0,200,0,INTERNET,0.884643515,windows,0,1,0,7
1,0.8,0.78937499,-1,57,40,0.019491259,-1.12555288,AB,3463,12583.10985,7814.111625,3087.216502,16,5,CA,316,1,BA,1,0,1,0,1500,0,INTERNET,3.115711681,windows,0,1,0,7
1,0.9,0.891913854,-1,102,40,0.001939458,-0.605443818,AD,4244,7749.085708,4008.875722,4842.606756,13,5,CA,318,0,BA,1,1,28,1,1500,0,INTERNET,25.10143576,windows,0,1,0,7
1,0.9,0.791118049,-1,76,50,0.004560055,-0.985676278,AA,1088,3249.613111,3299.764697,3083.552556,1,2,CA,99,1,BB,1,1,-1,0,200,0,INTERNET,19.09945782,other,1,1,0,7
1,0.4,0.604982521,-1,49,30,0.016520657,-1.664450848,AC,388,2599.727677,2355.552544,3120.52712,0,6,CB,110,1,BC,0,1,-1,0,490,0,INTERNET,5.177278999,other,0,1,0,7
1,0.4,0.271124244,-1,82,20,3.981431836,-0.432500858,AC,885,3722.323857,3092.265508,6281.391592,0,8,CA,101,1,BA,1,0,-1,0,200,0,INTERNET,1.691631562,windows,0,0,0,7
1,0.9,0.202325958,-1,103,60,0.004451126,-0.347075611,AC,718,886.0056379,2480.651938,3128.279247,0,4,CA,138,1,BA,0,1,-1,0,200,0,INTERNET,6.951611699,windows,1,1,0,7
1,0.3,0.012454886,-1,177,50,0.003688435,-1.234361269,AB,1016,2160.40022,2640.094187,3094.616781,1418,1,CC,170,1,BA,0,1,30,0,500,0,INTERNET,1.373637282,windows,0,1,0,7
1,0.7,0.341379248,97,9,30,0.015693325,-1.394921364,AD,1628,2641.023148,2405.47753,3128.33203,1,11,CA,130,1,BC,0,1,-1,0,200,0,INTERNET,1.340832044,x11,0,2,0,7
1,0.8,0.122371099,-1,80,50,17.94115125,49.75384781,AA,2052,3071.993325,7122.052776,5520.950174,2,6,CA,62,0,BC,0,1,28,0,200,0,INTERNET,3.052138903,windows,1,1,0,7
1,0.7,0.164785805,-1,130,70,0.033138029,-1.151188354,AB,1192,902.5488818,2845.83207,4987.803378,500,2,CA,194,1,BB,0,1,1,0,1500,0,INTERNET,5.949028507,x11,0,1,0,7
1,0.8,0.429652542,56,1,40,0.015986383,-1.501024321,AB,448,4366.70052,2595.631626,3789.787048,14,5,CA,105,0,BC,0,1,28,0,200,0,INTERNET,1.486149536,windows,1,1,0,7
1,0.9,0.715420779,28,13,30,24.82915214,24.50263722,AA,1503,2719.152949,2608.1212,3183.91964,13,7,CA,77,1,BA,1,1,29,0,200,0,INTERNET,6.675589674,other,1,1,0,7
1,0.3,0.695811689,-1,73,40,0.002859948,-1.05367356,AB,1683,685.6850375,2297.569466,3051.931297,10,7,CA,289,0,BA,0,1,26,0,1500,0,INTERNET,4.574796921,windows,0,1,0,7
1,0.6,0.166143027,-1,111,40,0.0186261,-0.335133845,AC,775,4615.08779,3269.221774,3125.599419,0,7,CA,200,0,BB,1,1,-1,0,200,0,INTERNET,12.21977519,windows,0,1,0,7
1,0.2,0.466245513,-1,35,30,0.002959314,-1.250655856,AB,551,2374.362043,1700.460283,3040.419317,11,11,CB,107,1,BC,1,1,25,0,200,0,INTERNET,3.491043352,other,1,1,0,7
1,0.9,0.755624244,-1,126,40,0.003136414,-1.495406388,AC,727,1746.241914,2660.8793,3572.541746,0,2,CA,180,1,BB,1,1,-1,0,200,0,INTERNET,5.500454926,windows,0,1,0,7
1,0.5,0.585853076,-1,55,40,0.01251287,-0.670249695,AD,2942,1589.932658,2159.080966,3180.096703,2071,5,CA,200,1,BC,0,1,20,0,500,0,INTERNET,4.488564061,other,1,1,0,7
1,0.9,0.326568293,-1,72,30,0.000911474,-0.680652044,AB,888,2293.880621,2385.790202,3060.374658,1439,6,CA,21,0,BB,0,1,30,0,200,0,INTERNET,3.676494237,windows,1,1,0,7
1,0.7,0.597644623,-1,70,30,0.007853937,-1.034356643,AB,729,3047.664229,2721.429616,3101.717169,1,8,CA,205,0,BA,0,1,10,0,990,0,INTERNET,8.393697199,linux,0,1,0,7
1,0.9,0.512509413,-1,72,40,0.006953018,-0.649513287,AC,2261,4621.926218,3350.221439,3224.70497,0,8,CA,142,1,BA,0,1,-1,0,200,0,INTERNET,16.9628919,other,0,1,0,7
1,0.9,0.421418509,-1,170,40,0.000689708,-0.895760137,AB,753,637.2240883,2544.9107,3088.201126,1,4,CD,265,1,BA,1,1,1,0,200,0,INTERNET,3.182809963,windows,1,1,0,7
1,0.9,0.499328416,-1,139,50,0.004026946,-0.920546574,AC,1074,1743.338297,3386.848077,3153.570458,0,2,CC,203,1,BB,0,1,-1,0,200,0,INTERNET,0.908228521,windows,0,1,0,7
1,0.9,0.503116815,-1,18,30,0.018593432,-0.579359121,AB,2632,2845.06034,7058.188448,5920.771384,10,13,CA,140,0,BC,0,1,31,0,200,0,INTERNET,4.834045482,windows,0,1,0,7
1,0.6,0.213990929,54,0,20,0.004446852,-1.004790157,AB,2787,880.8763297,4977.304342,3026.01701,7,7,CA,134,1,BA,0,1,26,1,200,0,INTERNET,1.899518518,x11,0,1,0,7
1,0.8,0.179109003,-1,181,20,0.013636411,-1.545329927,AD,484,4931.69867,2835.607088,3134.730175,10,7,CA,70,0,BA,0,1,1,0,200,0,INTERNET,2.710149442,other,0,1,0,7
1,0.8,0.895450009,125,250,40,0.024589671,-1.170082632,AD,447,6698.014355,3579.481609,3110.976403,0,5,CA,136,0,BA,0,1,20,0,200,0,INTERNET,1.486477026,windows,0,1,0,7
1,0.7,0.042111945,-1,366,60,0.004644033,-0.924153853,AD,1076,4768.076978,3707.841429,3153.045602,13,4,CA,303,1,BA,1,0,1,0,500,0,INTERNET,6.918785284,other,0,1,0,7
1,0.9,0.849439649,-1,160,50,0.007254636,49.03639193,AA,1603,6388.776955,3802.672806,3121.035391,226,3,CB,219,0,BA,1,1,31,0,1900,0,INTERNET,9.766203636,windows,0,1,0,7
1,0.9,0.707473738,-1,120,40,0.013162679,-1.099278507,AC,978,2947.514971,4496.439905,3153.793775,0,5,CA,181,1,BA,0,1,-1,0,200,0,INTERNET,0.872200654,windows,1,1,0,7
1,0.9,0.898920596,-1,125,60,0.003532681,-0.607059526,AB,686,1336.114484,2098.648305,3135.905136,10,7,CA,195,0,BA,0,1,31,0,2000,0,INTERNET,12.32661898,windows,0,1,0,7
1,0.4,0.850547326,-1,74,60,0.004475012,-1.270168481,AB,2842,1563.159634,5013.458724,3062.533116,14,2,CA,345,1,BA,0,1,27,0,1500,1,INTERNET,6.690317668,windows,0,1,0,7
1,0.9,0.346300652,-1,90,30,0.000371423,-0.726739053,AD,2120,1797.437066,3046.559675,3463.632093,1,9,CA,132,1,BC,1,1,1,0,200,0,INTERNET,1.280530006,linux,0,1,0,7
1,0.9,0.110868083,-1,184,40,0.003319182,-0.588056963,AC,380,819.8141042,2957.368486,3144.940454,0,6,CA,247,0,BA,0,1,-1,0,1500,0,INTERNET,1.595012895,windows,0,1,0,7
